index;control;cultivar;Tipo;Produto;Ano;Quantidade (Kg)
9864;ti_Tinta Madeira;Tinta Madeira;Processamento;Uva Vinífera;2017;0
9865;ti_Tintoria;Tintoria;Processamento;Uva Vinífera;2017;0
9866;ti_Trincdeira;Trincdeira;Processamento;Uva Vinífera;2017;0
9867;ti_Trousseau;Trousseau;Processamento;Uva Vinífera;2017;0
9868;ti_Zinfandel;Zinfandel;Processamento;Uva Vinífera;2017;0
9869;ti_Outras1;Outras1;Processamento;Uva Vinífera;2017;0
9870;BRANCASEROSADAS;BRANCAS E ROSADAS;Processamento;Uva Vinífera;2017;44058213
9871;br_Aliatico;Aliatico;Processamento;Uva Vinífera;2017;0
9872;br_Aligote;Aligote;Processamento;Uva Vinífera;2017;0
9873;br_Altesse;Altesse;Processamento;Uva Vinífera;2017;0
9874;br_Alvarinho;Alvarinho;Processamento;Uva Vinífera;2017;41225
9875;br_Arriloba;Arriloba;Processamento;Uva Vinífera;2017;5280
9876;br_Auxerrois;Auxerrois;Processamento;Uva Vinífera;2017;0
9877;br_Burger;Burger;Processamento;Uva Vinífera;2017;0
9878;br_Chardonnay;Chardonnay;Processamento;Uva Vinífera;2017;7856910
9879;br_Chasselas;Chasselas;Processamento;Uva Vinífera;2017;0
9880;br_Chenin Blanc;Chenin Blanc;Processamento;Uva Vinífera;2017;266524
9881;br_Clairette(1);Clairette(1);Processamento;Uva Vinífera;2017;0
9882;br_Colombard;Colombard;Processamento;Uva Vinífera;2017;535573
9883;br_Flora;Flora;Processamento;Uva Vinífera;2017;5810
9884;br_Garganega;Garganega;Processamento;Uva Vinífera;2017;0
9885;br_Gewurztraminer;Gewurztraminer;Processamento;Uva Vinífera;2017;223350
9886;br_Gouveio;Gouveio;Processamento;Uva Vinífera;2017;0
9887;br_Gros Manseng;Gros Manseng;Processamento;Uva Vinífera;2017;5680
9888;br_Italia (Pirovano 65) (PE);Italia (Pirovano 65) (PE);Processamento;Uva Vinífera;2017;180
9889;br_Maccabeo;Maccabeo;Processamento;Uva Vinífera;2017;0
9890;br_Malvasia;Malvasia;Processamento;Uva Vinífera;2017;0
9891;br_Malvasia Amarela;Malvasia Amarela;Processamento;Uva Vinífera;2017;44445
9892;br_Malvasia Bianca;Malvasia Bianca;Processamento;Uva Vinífera;2017;629101
9893;br_Malvasia Chianti;Malvasia Chianti;Processamento;Uva Vinífera;2017;0
9894;br_Malvasia Verde;Malvasia Verde;Processamento;Uva Vinífera;2017;10457
9895;br_Malvasia di Candia;Malvasia di Candia;Processamento;Uva Vinífera;2017;2785543
9896;br_Malvasia Istriana;Malvasia Istriana;Processamento;Uva Vinífera;2017;0
9897;br_Mistura de uvas viníferas;Mistura de uvas viníferas branco;Processamento;Uva Vinífera;2017;0
9898;br_Mistura de uvas viníferas;Mistura de uvas viníferas rosado;Processamento;Uva Vinífera;2017;0
9899;br_Moscato_branco;Moscato Branco;Processamento;Uva Vinífera;2017;14475142
9900;br_Moscato Canelli;Moscato Canelli;Processamento;Uva Vinífera;2017;57083
9901;br_Moscato Giallo;Moscato Giallo;Processamento;Uva Vinífera;2017;2091933
9902;br_Moscato Nazareno;Moscato Nazareno;Processamento;Uva Vinífera;2017;890655
9903;br_Moscato Bianco R2;Moscato Bianco R2;Processamento;Uva Vinífera;2017;868260
9904;br_Moscato de Alexandria;Moscato de Alexandria;Processamento;Uva Vinífera;2017;115910
9905;br_Moscato Rosado;Moscato Rosado;Processamento;Uva Vinífera;2017;0
9906;br_Muscat a Petits Grains;Muscat à Petits Grains;Processamento;Uva Vinífera;2017;0
9907;br_Muller Thurgau;Muller Thurgau;Processamento;Uva Vinífera;2017;0
9908;br_Muscadelle;Muscadelle;Processamento;Uva Vinífera;2017;0
9909;br_Ora;Ora;Processamento;Uva Vinífera;2017;0
9910;br_Palomino;Palomino;Processamento;Uva Vinífera;2017;0
9911;br_Petit Manseng;Petit Manseng;Processamento;Uva Vinífera;2017;0
9912;br_Peverella;Peverella;Processamento;Uva Vinífera;2017;16350
9913;br_Pinot Blanc;Pinot Blanc;Processamento;Uva Vinífera;2017;0
9914;br_Pinot Gris;Pinot Gris;Processamento;Uva Vinífera;2017;165697
9915;br_Prosecco;Prosecco;Processamento;Uva Vinífera;2017;3342655
9916;br_Red Veltliner;Red Veltliner;Processamento;Uva Vinífera;2017;0
9917;br_Riesling Italico;Riesling Italico;Processamento;Uva Vinífera;2017;4283929
9918;br_Riesling Renano;Riesling Renano;Processamento;Uva Vinífera;2017;105100
9919;br_Sauvignon Blanc(2);Sauvignon Blanc(2);Processamento;Uva Vinífera;2017;677028
9920;br_Sauvignon Gris;Sauvignon Gris;Processamento;Uva Vinífera;2017;0
9921;br_Seara Nova;Seara Nova;Processamento;Uva Vinífera;2017;0
9922;br_Semillon;Semillon;Processamento;Uva Vinífera;2017;188211
9923;br_Schonburger;Schonburger;Processamento;Uva Vinífera;2017;7454
9924;br_Sylvaner;Sylvaner;Processamento;Uva Vinífera;2017;0
9925;br_Tocai Friulano;Tocai Friulano;Processamento;Uva Vinífera;2017;0
9926;br_Trebbiano;Trebbiano;Processamento;Uva Vinífera;2017;3892478
9927;br_Trebbiano Toscano;Trebbiano Toscano;Processamento;Uva Vinífera;2017;100047
9928;br_Verdea;Verdea;Processamento;Uva Vinífera;2017;0
9929;br_Verdelho;Verdelho;Processamento;Uva Vinífera;2017;0
9930;br_Verdiso;Verdiso;Processamento;Uva Vinífera;2017;0
9931;br_Vermentino;Vermentino;Processamento;Uva Vinífera;2017;0
9932;br_Vernaccia;Vernaccia;Processamento;Uva Vinífera;2017;5100
9933;br_Viognier;Viognier;Processamento;Uva Vinífera;2017;365103
9934;br_Outras(3);Outras(3);Processamento;Uva Vinífera;2017;0
9935;;;Processamento;Uva Vinífera;2017;0
9936;TINTAS;TINTAS;Processamento;Uva Americana;2018;519506589
9937;ti_Bacarina;Bacarina;Processamento;Uva Americana;2018;0
9938;ti_Bailey;Bailey;Processamento;Uva Americana;2018;539742
9939;ti_Bordo;Bordo;Processamento;Uva Americana;2018;158405972
9940;ti_Bourdin (S);Bourdin (S);Processamento;Uva Americana;2018;0
9941;ti_BRSCarmen;BRS Carmen;Processamento;Uva Americana;2018;7472984
9942;ti_BRSCora;BRS Cora;Processamento;Uva Americana;2018;8691122
9943;ti_BRS Magna;BRS Magna;Processamento;Uva Americana;2018;2292084
9944;ti_BRS Margot;BRS Margot;Processamento;Uva Americana;2018;44328
9945;ti_BRSMorena;BRS Morena;Processamento;Uva Americana;2018;0
9946;ti_BRS Rúbea;BRS Rúbea;Processamento;Uva Americana;2018;2658828
9947;ti_BRSVioleta;BRS Violeta;Processamento;Uva Americana;2018;13645751
9948;ti_BRS Vitória;BRS Vitória;Processamento;Uva Americana;2018;0
9949;ti_Champagnon(Champanheta);Champagnon (Champanheta);Processamento;Uva Americana;2018;0
9950;ti_Coleções;Coleções;Processamento;Uva Americana;2018;1140
9951;ti_Concord;Concord;Processamento;Uva Americana;2018;31971535
9952;ti_Concordclone30;Concord clone 30;Processamento;Uva Americana;2018;4809154
9953;ti_Couderc;Couderc;Processamento;Uva Americana;2018;25797806
9954;ti_Cynthiana(1);Cynthiana(1);Processamento;Uva Americana;2018;1200824
9955;ti_Herbemont;Herbemont;Processamento;Uva Americana;2018;1325593
9956;ti_IAC138022;IAC 138022;Processamento;Uva Americana;2018;0
9957;ti_Isabel;Isabel;Processamento;Uva Americana;2018;216921065
9958;ti_IsabelPrecoce;Isabel Precoce;Processamento;Uva Americana;2018;17435326
9959;ti_Jacquez;Jacquez;Processamento;Uva Americana;2018;18221292
9960;ti_Kyoko;Kyoko;Processamento;Uva Americana;2018;0
9961;ti_Landot;Landot;Processamento;Uva Americana;2018;0
9962;ti_Mistura de uvas americanas tinto;Mistura de uvas americanas tinto;Processamento;Uva Americana;2018;0
9963;ti_Oberlin;Oberlin;Processamento;Uva Americana;2018;0
9964;ti_Othello;Othello;Processamento;Uva Americana;2018;0
9965;ti_Paco;Paco;Processamento;Uva Americana;2018;0
9966;ti_Patricia;Patricia;Processamento;Uva Americana;2018;1401
9967;ti_Seibel;Seibel;Processamento;Uva Americana;2018;5293981
9968;ti_Seibel2(seibeleto);Seibel 2 (seibeleto);Processamento;Uva Americana;2018;1967808
9969;ti_SeyveWillard(Tinta);Seyve Willard (Tinta);Processamento;Uva Americana;2018;802673
9970;ti_Vênus;Vênus;Processamento;Uva Americana;2018;6180
9971;BRANCASEROSADAS;BRANCAS E ROSADAS;Processamento;Uva Americana;2018;79044471
9972;br_Baco;Baco;Processamento;Uva Americana;2018;0
9973;br_Bokay;Bokay;Processamento;Uva Americana;2018;80470
9974;br_BRSClara;BRS Clara;Processamento;Uva Americana;2018;0
9975;br_BRSLorena;BRS Lorena;Processamento;Uva Americana;2018;7529654
9976;br_Couderc13;Couderc 13;Processamento;Uva Americana;2018;5524997
9977;br_Delaware;Delaware;Processamento;Uva Americana;2018;0
9978;br_DonaZillá;Dona Zillá;Processamento;Uva Americana;2018;15370
9979;br_DutChess;Dut Chess;Processamento;Uva Americana;2018;0
9980;br_Goethe;Goethe;Processamento;Uva Americana;2018;475568
9981;br_IAC;IAC;Processamento;Uva Americana;2018;0
9982;br_Juliana;Juliana;Processamento;Uva Americana;2018;0
9983;br_Martha;Martha;Processamento;Uva Americana;2018;7040
9984;br_Mistura de uvas americanas;Mistura de uvas americanas;Processamento;Uva Americana;2018;0
9985;br_MoscatoEmbrapa;Moscato Embrapa;Processamento;Uva Americana;2018;9535525
9986;br_Niagara;Niagara;Processamento;Uva Americana;2018;0
9987;br_NiagaraBranca;Niagara Branca;Processamento;Uva Americana;2018;42948315
9988;br_NiagaraRosada;Niagara Rosada;Processamento;Uva Americana;2018;12308714
9989;br_Poloske;Poloske;Processamento;Uva Americana;2018;11180
9990;br_Seleções;Seleções;Processamento;Uva Americana;2018;0
9991;br_SeyveVillard;Seyve Villard;Processamento;Uva Americana;2018;462683
9992;br_SeyveVillard5276;Seyve Villard 5276;Processamento;Uva Americana;2018;139575
9993;br_SeyveVillard12375;Seyve Villard 12375;Processamento;Uva Americana;2018;0
9994;br_TardiadeCaxias;Tardia de Caxias;Processamento;Uva Americana;2018;5380
9995;br_Outras;Outras(2);Processamento;Uva Americana;2018;0
9996;TINTAS;TINTAS;Processamento;Uva de Mesa;2018;62567
9997;ti_ Alphonse Lavallee; Alphonse Lavallee;Processamento;Uva de Mesa;2018;0
9998;ti_ Moscato de Hamburgo; Moscato de Hamburgo;Processamento;Uva de Mesa;2018;62567
9999;BRANCAS;BRANCAS;Processamento;Uva de Mesa;2018;730
10000;br_Cardinal; Cardinal;Processamento;Uva de Mesa;2018;0
10001;br_Golden Queen; Golden Queen;Processamento;Uva de Mesa;2018;0
10002;br_Patrícia; Patrícia;Processamento;Uva de Mesa;2018;0
10003;br_Perlona; Perlona;Processamento;Uva de Mesa;2018;730
10004;br_Italia; Italia;Processamento;Uva de Mesa;2018;0
10005;br_Rubi (Itália, Itália Ro); Rubi (Itália, Itália Ro);Processamento;Uva de Mesa;2018;0
10006;sc;Sem classificação;Processamento;Uva Sem Classificação;2018;0
10007;TINTAS;TINTAS;Processamento;Uva Vinífera;2018;26868514
10008;ti_Alicante Bouschet;Alicante Bouschet;Processamento;Uva Vinífera;2018;2103844
10009;ti_Ancelota;Ancelota;Processamento;Uva Vinífera;2018;492106
10010;ti_Aramon;Aramon;Processamento;Uva Vinífera;2018;0
10011;ti_Alfrocheiro;Alfrocheiro;Processamento;Uva Vinífera;2018;0
10012;ti_Arinarnoa;Arinarnoa;Processamento;Uva Vinífera;2018;44775
10013;ti_Aspirant Bouschet;Aspirant Bouschet;Processamento;Uva Vinífera;2018;12830
10014;ti_Barbera;Barbera;Processamento;Uva Vinífera;2018;21863
10015;ti_Bonarda;Bonarda;Processamento;Uva Vinífera;2018;0
10016;ti_Cabernet Franc;Cabernet Franc;Processamento;Uva Vinífera;2018;1524191
10017;ti_Cabernet Sauvignon;Cabernet Sauvignon;Processamento;Uva Vinífera;2018;6004627
10018;ti_ Caladoc;Caladoc;Processamento;Uva Vinífera;2018;4740
10019;ti_Campanario;Campanario;Processamento;Uva Vinífera;2018;0
10020;ti_Canaiolo;Canaiolo;Processamento;Uva Vinífera;2018;0
10021;ti_Carignan;Carignan;Processamento;Uva Vinífera;2018;0
10022;ti_Carmenere;Carmenere;Processamento;Uva Vinífera;2018;241808
10023;ti_Castelão;Castelão;Processamento;Uva Vinífera;2018;0
10024;ti_Corvina;Corvina;Processamento;Uva Vinífera;2018;0
10025;ti_Croatina;Croatina;Processamento;Uva Vinífera;2018;0
10026;ti_Cinsaut;Cinsaut;Processamento;Uva Vinífera;2018;0
10027;ti_Dom Felder;Dom Felder;Processamento;Uva Vinífera;2018;0
10028;ti_Dolcetto;Dolcetto;Processamento;Uva Vinífera;2018;0
10029;ti_Durif;Durif;Processamento;Uva Vinífera;2018;0
10030;ti_Freisa;Freisa;Processamento;Uva Vinífera;2018;0
10031;ti_Egiodola;Egiodola;Processamento;Uva Vinífera;2018;1047960
10032;ti_Ekigaina;Ekigaina;Processamento;Uva Vinífera;2018;2070
10033;ti_Festival (Sugraone);Festival (Sugraone);Processamento;Uva Vinífera;2018;0
10034;ti_Franconia;Franconia;Processamento;Uva Vinífera;2018;0
10035;ti_Freisa;Freisa;Processamento;Uva Vinífera;2018;14020
10036;ti_Gamay St Romain;Gamay St Romain;Processamento;Uva Vinífera;2018;12675
10037;ti_Gamay Beaujolais;Gamay Beaujolais;Processamento;Uva Vinífera;2018;152384
10038;ti_Grand Noir;Grand Noir;Processamento;Uva Vinífera;2018;0
10039;ti_Grenache;Grenache;Processamento;Uva Vinífera;2018;0
10040;ti_Jaen;Jaen;Processamento;Uva Vinífera;2018;0
10041;ti_Lagrein;Lagrein;Processamento;Uva Vinífera;2018;2700
10042;ti_Lambrusco;Lambrusco;Processamento;Uva Vinífera;2018;44511
10043;ti_Malbec;Malbec;Processamento;Uva Vinífera;2018;628780
10044;ti_Marzemina;Marzemina;Processamento;Uva Vinífera;2018;0
10045;ti_Merlot;Merlot;Processamento;Uva Vinífera;2018;6257492
10046;ti_Marselan;Marselan;Processamento;Uva Vinífera;2018;384278
10047;ti_Molinera;Molinera;Processamento;Uva Vinífera;2018;1900
10048;ti_Montepulciano;Montepulciano;Processamento;Uva Vinífera;2018;23306
10049;ti_Moscato Bailey;Moscato Bailey;Processamento;Uva Vinífera;2018;152136
10050;ti_Napa Gamay;Napa Gamay;Processamento;Uva Vinífera;2018;0
10051;ti_Nebbiolo;Nebbiolo;Processamento;Uva Vinífera;2018;9236
10052;ti_Petit Verdot;Petit Verdot;Processamento;Uva Vinífera;2018;83552
10053;ti_Petite Sirah;Petite Sirah;Processamento;Uva Vinífera;2018;110361
10054;ti_Pinotage;Pinotage;Processamento;Uva Vinífera;2018;398794
10055;ti_Pinot Noir;Pinot Noir;Processamento;Uva Vinífera;2018;3240209
10056;ti_Pinot Saint George;Pinot Saint George;Processamento;Uva Vinífera;2018;0
10057;ti_Piriquita;Piriquita;Processamento;Uva Vinífera;2018;0
10058;ti_Rebo;Rebo;Processamento;Uva Vinífera;2018;94480
10059;ti_Refosco;Refosco;Processamento;Uva Vinífera;2018;7320
10060;ti_Rondinella;Rondinella;Processamento;Uva Vinífera;2018;1990
10061;ti_Ruby Cabernet;Ruby Cabernet;Processamento;Uva Vinífera;2018;248992
10062;ti_Sangiovese;Sangiovese;Processamento;Uva Vinífera;2018;63832
10063;ti_Sira (falsa);Sira (falsa);Processamento;Uva Vinífera;2018;0
10064;ti_Tannat;Tannat;Processamento;Uva Vinífera;2018;2940306
10065;ti_Tempranillo;Tempranillo;Processamento;Uva Vinífera;2018;278456
10066;ti_Teroldego;Teroldego;Processamento;Uva Vinífera;2018;77625
10067;ti_Torrontes;Torrontes;Processamento;Uva Vinífera;2018;16350
10068;ti_Tinta Barroca;Tinta Barroca;Processamento;Uva Vinífera;2018;0
10069;ti_Touriga Francesa;Touriga Francesa;Processamento;Uva Vinífera;2018;0
10070;ti_Touriga Nacional;Touriga Nacional;Processamento;Uva Vinífera;2018;122015
10071;ti_Tinta Madeira;Tinta Madeira;Processamento;Uva Vinífera;2018;0
10072;ti_Tintoria;Tintoria;Processamento;Uva Vinífera;2018;0
10073;ti_Trincdeira;Trincdeira;Processamento;Uva Vinífera;2018;0
10074;ti_Trousseau;Trousseau;Processamento;Uva Vinífera;2018;0
10075;ti_Zinfandel;Zinfandel;Processamento;Uva Vinífera;2018;0
10076;ti_Outras1;Outras1;Processamento;Uva Vinífera;2018;0
10077;BRANCASEROSADAS;BRANCAS E ROSADAS;Processamento;Uva Vinífera;2018;38722156
10078;br_Aliatico;Aliatico;Processamento;Uva Vinífera;2018;0
10079;br_Aligote;Aligote;Processamento;Uva Vinífera;2018;0
10080;br_Altesse;Altesse;Processamento;Uva Vinífera;2018;0
10081;br_Alvarinho;Alvarinho;Processamento;Uva Vinífera;2018;32647
10082;br_Arriloba;Arriloba;Processamento;Uva Vinífera;2018;2580
10083;br_Auxerrois;Auxerrois;Processamento;Uva Vinífera;2018;0
10084;br_Burger;Burger;Processamento;Uva Vinífera;2018;0
10085;br_Chardonnay;Chardonnay;Processamento;Uva Vinífera;2018;6068902
10086;br_Chasselas;Chasselas;Processamento;Uva Vinífera;2018;0
10087;br_Chenin Blanc;Chenin Blanc;Processamento;Uva Vinífera;2018;387360
10088;br_Clairette(1);Clairette(1);Processamento;Uva Vinífera;2018;0
10089;br_Colombard;Colombard;Processamento;Uva Vinífera;2018;522866
10090;br_Flora;Flora;Processamento;Uva Vinífera;2018;2060
10091;br_Garganega;Garganega;Processamento;Uva Vinífera;2018;0
10092;br_Gewurztraminer;Gewurztraminer;Processamento;Uva Vinífera;2018;208171
10093;br_Gouveio;Gouveio;Processamento;Uva Vinífera;2018;0
10094;br_Gros Manseng;Gros Manseng;Processamento;Uva Vinífera;2018;2430
10095;br_Italia (Pirovano 65) (PE);Italia (Pirovano 65) (PE);Processamento;Uva Vinífera;2018;2942
10096;br_Maccabeo;Maccabeo;Processamento;Uva Vinífera;2018;0
10097;br_Malvasia;Malvasia;Processamento;Uva Vinífera;2018;0
10098;br_Malvasia Amarela;Malvasia Amarela;Processamento;Uva Vinífera;2018;52936
10099;br_Malvasia Bianca;Malvasia Bianca;Processamento;Uva Vinífera;2018;574521
10100;br_Malvasia Chianti;Malvasia Chianti;Processamento;Uva Vinífera;2018;0
10101;br_Malvasia Verde;Malvasia Verde;Processamento;Uva Vinífera;2018;15220
10102;br_Malvasia di Candia;Malvasia di Candia;Processamento;Uva Vinífera;2018;2557871
10103;br_Malvasia Istriana;Malvasia Istriana;Processamento;Uva Vinífera;2018;0
10104;br_Mistura de uvas viníferas;Mistura de uvas viníferas branco;Processamento;Uva Vinífera;2018;0
10105;br_Mistura de uvas viníferas;Mistura de uvas viníferas rosado;Processamento;Uva Vinífera;2018;0
10106;br_Moscato_branco;Moscato Branco;Processamento;Uva Vinífera;2018;11202231
10107;br_Moscato Canelli;Moscato Canelli;Processamento;Uva Vinífera;2018;121008
10108;br_Moscato Giallo;Moscato Giallo;Processamento;Uva Vinífera;2018;1590531
10109;br_Moscato Nazareno;Moscato Nazareno;Processamento;Uva Vinífera;2018;639810
10110;br_Moscato Bianco R2;Moscato Bianco R2;Processamento;Uva Vinífera;2018;867445
10111;br_Moscato de Alexandria;Moscato de Alexandria;Processamento;Uva Vinífera;2018;95647
10112;br_Moscato Rosado;Moscato Rosado;Processamento;Uva Vinífera;2018;0
10113;br_Muscat a Petits Grains;Muscat à Petits Grains;Processamento;Uva Vinífera;2018;3000
10114;br_Muller Thurgau;Muller Thurgau;Processamento;Uva Vinífera;2018;0
10115;br_Muscadelle;Muscadelle;Processamento;Uva Vinífera;2018;0
10116;br_Ora;Ora;Processamento;Uva Vinífera;2018;0
10117;br_Palomino;Palomino;Processamento;Uva Vinífera;2018;0
10118;br_Petit Manseng;Petit Manseng;Processamento;Uva Vinífera;2018;1430
10119;br_Peverella;Peverella;Processamento;Uva Vinífera;2018;33439
10120;br_Pinot Blanc;Pinot Blanc;Processamento;Uva Vinífera;2018;17028
10121;br_Pinot Gris;Pinot Gris;Processamento;Uva Vinífera;2018;98728
10122;br_Prosecco;Prosecco;Processamento;Uva Vinífera;2018;4018371
10123;br_Red Veltliner;Red Veltliner;Processamento;Uva Vinífera;2018;0
10124;br_Riesling Italico;Riesling Italico;Processamento;Uva Vinífera;2018;3724926
10125;br_Riesling Renano;Riesling Renano;Processamento;Uva Vinífera;2018;121020
10126;br_Sauvignon Blanc(2);Sauvignon Blanc(2);Processamento;Uva Vinífera;2018;517760
10127;br_Sauvignon Gris;Sauvignon Gris;Processamento;Uva Vinífera;2018;0
10128;br_Seara Nova;Seara Nova;Processamento;Uva Vinífera;2018;0
10129;br_Semillon;Semillon;Processamento;Uva Vinífera;2018;225952
10130;br_Schonburger;Schonburger;Processamento;Uva Vinífera;2018;14354
10131;br_Sylvaner;Sylvaner;Processamento;Uva Vinífera;2018;0
10132;br_Tocai Friulano;Tocai Friulano;Processamento;Uva Vinífera;2018;0
10133;br_Trebbiano;Trebbiano;Processamento;Uva Vinífera;2018;4504485
10134;br_Trebbiano Toscano;Trebbiano Toscano;Processamento;Uva Vinífera;2018;18110
10135;br_Verdea;Verdea;Processamento;Uva Vinífera;2018;0
10136;br_Verdelho;Verdelho;Processamento;Uva Vinífera;2018;1800
10137;br_Verdiso;Verdiso;Processamento;Uva Vinífera;2018;0
10138;br_Vermentino;Vermentino;Processamento;Uva Vinífera;2018;0
10139;br_Vernaccia;Vernaccia;Processamento;Uva Vinífera;2018;4020
10140;br_Viognier;Viognier;Processamento;Uva Vinífera;2018;470555
10141;br_Outras(3);Outras(3);Processamento;Uva Vinífera;2018;0
10142;;;Processamento;Uva Vinífera;2018;0
10143;TINTAS;TINTAS;Processamento;Uva Americana;2019;nd
10144;ti_Bacarina;Bacarina;Processamento;Uva Americana;2019;nd
10145;ti_Bailey;Bailey;Processamento;Uva Americana;2019;nd
10146;ti_Bordo;Bordo;Processamento;Uva Americana;2019;nd
10147;ti_Bourdin (S);Bourdin (S);Processamento;Uva Americana;2019;nd
10148;ti_BRSCarmen;BRS Carmen;Processamento;Uva Americana;2019;nd
10149;ti_BRSCora;BRS Cora;Processamento;Uva Americana;2019;nd
10150;ti_BRS Magna;BRS Magna;Processamento;Uva Americana;2019;nd
10151;ti_BRS Margot;BRS Margot;Processamento;Uva Americana;2019;nd
10152;ti_BRSMorena;BRS Morena;Processamento;Uva Americana;2019;nd
10153;ti_BRS Rúbea;BRS Rúbea;Processamento;Uva Americana;2019;nd
10154;ti_BRSVioleta;BRS Violeta;Processamento;Uva Americana;2019;nd
10155;ti_BRS Vitória;BRS Vitória;Processamento;Uva Americana;2019;nd
10156;ti_Champagnon(Champanheta);Champagnon (Champanheta);Processamento;Uva Americana;2019;nd
10157;ti_Coleções;Coleções;Processamento;Uva Americana;2019;nd
10158;ti_Concord;Concord;Processamento;Uva Americana;2019;nd
10159;ti_Concordclone30;Concord clone 30;Processamento;Uva Americana;2019;nd
10160;ti_Couderc;Couderc;Processamento;Uva Americana;2019;nd
10161;ti_Cynthiana(1);Cynthiana(1);Processamento;Uva Americana;2019;nd
10162;ti_Herbemont;Herbemont;Processamento;Uva Americana;2019;nd
10163;ti_IAC138022;IAC 138022;Processamento;Uva Americana;2019;nd
10164;ti_Isabel;Isabel;Processamento;Uva Americana;2019;nd
10165;ti_IsabelPrecoce;Isabel Precoce;Processamento;Uva Americana;2019;nd
10166;ti_Jacquez;Jacquez;Processamento;Uva Americana;2019;nd
10167;ti_Kyoko;Kyoko;Processamento;Uva Americana;2019;nd
10168;ti_Landot;Landot;Processamento;Uva Americana;2019;nd
10169;ti_Mistura de uvas americanas tinto;Mistura de uvas americanas tinto;Processamento;Uva Americana;2019;nd
10170;ti_Oberlin;Oberlin;Processamento;Uva Americana;2019;nd
10171;ti_Othello;Othello;Processamento;Uva Americana;2019;nd
10172;ti_Paco;Paco;Processamento;Uva Americana;2019;nd
10173;ti_Patricia;Patricia;Processamento;Uva Americana;2019;nd
10174;ti_Seibel;Seibel;Processamento;Uva Americana;2019;nd
10175;ti_Seibel2(seibeleto);Seibel 2 (seibeleto);Processamento;Uva Americana;2019;nd
10176;ti_SeyveWillard(Tinta);Seyve Willard (Tinta);Processamento;Uva Americana;2019;nd
10177;ti_Vênus;Vênus;Processamento;Uva Americana;2019;nd
10178;BRANCASEROSADAS;BRANCAS E ROSADAS;Processamento;Uva Americana;2019;nd
10179;br_Baco;Baco;Processamento;Uva Americana;2019;nd
10180;br_Bokay;Bokay;Processamento;Uva Americana;2019;nd
10181;br_BRSClara;BRS Clara;Processamento;Uva Americana;2019;nd
10182;br_BRSLorena;BRS Lorena;Processamento;Uva Americana;2019;nd
10183;br_Couderc13;Couderc 13;Processamento;Uva Americana;2019;nd
10184;br_Delaware;Delaware;Processamento;Uva Americana;2019;nd
10185;br_DonaZillá;Dona Zillá;Processamento;Uva Americana;2019;nd
10186;br_DutChess;Dut Chess;Processamento;Uva Americana;2019;nd
10187;br_Goethe;Goethe;Processamento;Uva Americana;2019;nd
10188;br_IAC;IAC;Processamento;Uva Americana;2019;nd
10189;br_Juliana;Juliana;Processamento;Uva Americana;2019;nd
10190;br_Martha;Martha;Processamento;Uva Americana;2019;nd
10191;br_Mistura de uvas americanas;Mistura de uvas americanas;Processamento;Uva Americana;2019;nd
10192;br_MoscatoEmbrapa;Moscato Embrapa;Processamento;Uva Americana;2019;nd
10193;br_Niagara;Niagara;Processamento;Uva Americana;2019;nd
10194;br_NiagaraBranca;Niagara Branca;Processamento;Uva Americana;2019;nd
10195;br_NiagaraRosada;Niagara Rosada;Processamento;Uva Americana;2019;nd
10196;br_Poloske;Poloske;Processamento;Uva Americana;2019;nd
10197;br_Seleções;Seleções;Processamento;Uva Americana;2019;nd
10198;br_SeyveVillard;Seyve Villard;Processamento;Uva Americana;2019;nd
10199;br_SeyveVillard5276;Seyve Villard 5276;Processamento;Uva Americana;2019;nd
10200;br_SeyveVillard12375;Seyve Villard 12375;Processamento;Uva Americana;2019;nd
10201;br_TardiadeCaxias;Tardia de Caxias;Processamento;Uva Americana;2019;nd
10202;br_Outras;Outras(2);Processamento;Uva Americana;2019;nd
10203;TINTAS;TINTAS;Processamento;Uva de Mesa;2019;nd
10204;ti_ Alphonse Lavallee; Alphonse Lavallee;Processamento;Uva de Mesa;2019;nd
10205;ti_ Moscato de Hamburgo; Moscato de Hamburgo;Processamento;Uva de Mesa;2019;nd
10206;BRANCAS;BRANCAS;Processamento;Uva de Mesa;2019;nd
10207;br_Cardinal; Cardinal;Processamento;Uva de Mesa;2019;nd
10208;br_Golden Queen; Golden Queen;Processamento;Uva de Mesa;2019;nd
10209;br_Patrícia; Patrícia;Processamento;Uva de Mesa;2019;nd
10210;br_Perlona; Perlona;Processamento;Uva de Mesa;2019;nd
10211;br_Italia; Italia;Processamento;Uva de Mesa;2019;nd
10212;br_Rubi (Itália, Itália Ro); Rubi (Itália, Itália Ro);Processamento;Uva de Mesa;2019;nd
10213;sc;Sem classificação;Processamento;Uva Sem Classificação;2019;nd
10214;TINTAS;TINTAS;Processamento;Uva Vinífera;2019;nd
10215;ti_Alicante Bouschet;Alicante Bouschet;Processamento;Uva Vinífera;2019;nd
10216;ti_Ancelota;Ancelota;Processamento;Uva Vinífera;2019;nd
10217;ti_Aramon;Aramon;Processamento;Uva Vinífera;2019;nd
10218;ti_Alfrocheiro;Alfrocheiro;Processamento;Uva Vinífera;2019;nd
10219;ti_Arinarnoa;Arinarnoa;Processamento;Uva Vinífera;2019;nd
